headline,article,date
Potential COVID-19 vaccine may be available in Q3 of 2021: Aus Min ,"Australian Health Minister Greg Hunt said on Friday that a potential COVID-19 vaccine, being developed by country's University of Queensland, could be available for citizens in the third quarter of 2021. Biotech firm CSL that has completed manufacturing of the vaccine candidate, has signed a deal with the Australian government of 51 million vaccine doses once it is approved.","13 Nov 2020,Friday"
"Russian vaccine arrives in India, video of it being unloaded from truck surfaces","Russia's coronavirus vaccine, Sputnik V, has arrived in India after Dr Reddy's Laboratories got approval to conduct late-stage trials of the vaccine in the country. A video has surfaced on social media, which shows containers with logos of Dr Reddy's and Sputnik V being unloaded from a small truck. Based on interim results, Russia claimed the vaccine is 92% effective.","13 Nov 2020,Friday"
Herd immunity may take away COVID-19 vaccine utility: AIIMS Director,"AIIMS Director Randeep Guleria said if there's ""herd immunity"" against COVID-19 in India, and if the virus doesn't mutate or cause changes over time, a vaccine's utility will not be there. ""We're learning how the virus behaves over the next few months and based on that a decision on how frequently the vaccine is needed will be made,"" he added.","13 Nov 2020,Friday"
Our COVID-19 vaccine can remain stable at 5°C for at least 3 months: CureVac,"German biopharmaceutical company CureVac said its experimental COVID-19 vaccine can remain stable at 5°C for at least three months. Tests also established stability at room temperature for up to 24 hours, CureVac said on Thursday. The company said that this quality makes its vaccine potentially easier to distribute than some rivals' vaccines as it is suitable for standard fridge transport. ","13 Nov 2020,Friday"
Scientist behind '90% effective' COVID-19 vaccine says it can end the pandemic,"German scientist Uğur Şahin, the CEO of BioNTech which co-developed a coronavirus vaccine with Pfizer, said he's confident his product can end the pandemic and ""bash the virus over the head."" The vaccine is 90% effective based on initial data from a late-stage trial. ""I believe that even protection only from symptomatic infections will have a dramatic effect,"" Şahin said.","13 Nov 2020,Friday"
"Father said 'if you want to blow money up, fine' as I put $250M on vaccine: Adar","Serum Institute of India's (SII) CEO Adar Poonawalla revealed that his father Cyrus S Poonawalla told him, ""Look, it's your money. If you want to blow it up, fine,"" as he put $250 million in ramping up COVID-19 vaccine manufacturing capacity. Adar told The Washington Post, ""I decided to go all out."" His father founded SII in 1966.","12 Nov 2020,Thursday"
China COVID-19 vaccine trial resumes in Brazil after ‘serious adverse event’,"Less than 48 hours after it halted trials of China's Sinovac COVID-19 vaccine, Brazil has resumed the final-stage trial of the vaccine. On Monday, Brazil's health regulator ANVISA had suspended the trial after a 'serious adverse event'. ANVISA said it now ""has sufficient elements to allow vaccination to resume."" Earlier, Brazilian President Jair Bolsonaro had declared the suspension a ""victory"".","12 Nov 2020,Thursday"
Pfizer CEO sold shares worth ₹41 cr on same day as company's vaccine news,Pfizer CEO Albert Bourla sold 62% of his stock in the company worth $5.56 million (₹41.4 crore) on the same day the US drugmaker reported positive data on its COVID-19 vaccine. He sold the shares at close to their highest price this year. The sale happened as Pfizer's shares hit a certain price as part of a pre-announced trading plan.,"12 Nov 2020,Thursday"
"WHO chief tweets in Hindi, thanks PM for strong commitment to COVAX","World Health Organization (WHO) Director-General Tedros Adhanom Ghebreyesus on Wednesday thanked Prime Minister Narendra Modi for his strong commitment to COVAX and emphasis on making COVID-19 vaccine available globally. He added he had a ""very productive call"" with the PM on how to ""strengthen our collaboration"". ""WHO welcomes India's leading role in global health,"" Ghebreyesus wrote.","12 Nov 2020,Thursday"
"Serum Institute, ICMR complete enrolment for 'Covishield' Phase 3 trial",Serum Institute of India (SII) and the Indian Council of Medical Research (ICMR) on Thursday announced the completion of enrolment for the Phase 3 clinical trial of Oxford's COVID-19 vaccine 'Covishield' in India. SII has already manufactured 40 million doses of the vaccine. ICMR and SII have further collaborated for the development of Novavax's COVID-19 vaccine.,"12 Nov 2020,Thursday"
It was like a severe hangover: Volunteer on Pfizer COVID-19 vaccine trials,"A volunteer taking part in the Pfizer coronavirus vaccine trial has likened the side-effects of the jab to a ""severe hangover"". Glenn DeShields, a 44-year-old lobbyist from Texas, who took part in the trials stated, ""I had a headache...My arm hurt for two or three days. Supposedly that's basically the tell-tale sign that you actually have an immune response occurring.""","12 Nov 2020,Thursday"
Govt has to define COVID-19 vaccine distribution strategy: Rahul Gandhi,"Congress leader Rahul Gandhi on Wednesday said that the ""Government of India has to define vaccine distribution strategy and how it will reach every Indian."" He further said, ""Even though Pfizer has created a promising vaccine, the logistics for making it available to every Indian need to be worked out.""","11 Nov 2020,Wednesday"
Russia says its coronavirus vaccine is 92% effective,"Russia has said its COVID-19 vaccine 'Sputnik V' is 92% effective at protecting people from the virus, based on interim results from late-stage human trials. This comes after Pfizer and BioNTech's announcement that their shot was also more than 90% effective. Dr Reddy's Laboratories had recently received approval for late-stage clinical trials in India of the Sputnik V vaccine.","11 Nov 2020,Wednesday"
Russian coronavirus vaccines are safe and effective: Putin,"Russian President Vladimir Putin on Tuesday said the two coronavirus vaccines developed by Russia are ""safe"" and ""effective"". ""The people who have been vaccinated and who have then had contact with people who have contracted coronavirus have not contracted COVID-19 themselves or they only have mild symptoms,"" he added. A third coronavirus vaccine is in the pipeline, Putin further said.","10 Nov 2020,Tuesday"
PMC receives data of 50k workers who'll get priority for COVID-19 vaccine,"Pune Municipal Corporation has received data of 50,000 healthcare workers who will get priority for COVID-19 vaccine, once it is developed. ""We have sought detailed information about the staff from all government [and] private health facilities,"" Vaishali Jadhav, Assistant Medical Officer, said. Frontline workers also include those involved in testings and surveys during the pandemic, she added.","10 Nov 2020,Tuesday"
What has Pfizer found from the early data of its vaccine's Phase 3 trial?,"Pfizer's vaccine candidate was found to be over 90% effective in preventing COVID-19 among those without evidence of prior infection as per Phase 3 trial's early data. It analysed 94 confirmed cases of COVID-19 among the 43,538 participants who got either two doses of vaccine or a placebo. Less than 10% of infections were found in participants who received vaccine.","10 Nov 2020,Tuesday"
"Sensex closes at record high for second day in a row, jumps 680 points","Benchmark indices Sensex and Nifty ended at record levels for the second straight day on Tuesday after US pharmaceutical giant Pfizer said its experimental COVID-19 vaccine was over 90% effective. While the Sensex jumped 680 points or 1.6% to settle at 43,278, the broader Nifty 50 jumped 170 points, or 1.36% to end Tuesday's trading session at 12,631.","10 Nov 2020,Tuesday"
Coronavirus vaccine will be optional in UK: Health Minister ,"UK Health Minister Matt Hancock on Tuesday said that people in Britain will have a choice on whether they want to take the coronavirus vaccine or not. ""We're not proposing to make this compulsory, not least because I think the vast majority people are going to want to have it,"" he added. UK has reported over 12 lakh COVID-19 cases. ","10 Nov 2020,Tuesday"
